customer_id,campaign,response,response_date,purchase,purchase_date,product_id,Rowid,age,age_youngest_child,average#balance#feed#index,branch,debt_equity,gender,bad_payment,gold_card,pension_plan,household_debt_to_equity_ratio,income,marital,members_in_household,months_current_account,months_customer,call_center_contacts,loan_accounts,number_products,number_transactions,non_worker_percentage,white_collar_percentage,rfm_score,X_random
38756,2,0,,0,,,12071,44,11,0,"Kingsville",44,"M",0,0,0,60,45507.000000,"M",3,40,"48",1,1,0,0,9,30,0.000000,3
38767,2,0,,0,,,12072,44,14,0,"Catburg",44,"M",0,0,0,64,45501.000000,"U",3,-4,"0",0,0,0,0,10,25,0.000000,2
38768,2,0,,0,,,12073,25,0,39,"Ravensville",25,"M",0,0,0,56,45460.000000,"S",5,27,"36",2,1,2,1,7,36,10.634900,1
38768,3,0,,0,,,12074,25,0,39,"Ravensville",25,"M",0,0,0,56,45460.000000,"S",5,27,"36",2,1,2,1,7,36,10.634900,1
38769,2,0,,0,,,12075,40,12,360,"Foxton",40,"M",0,0,0,36,45491.000000,"S",3,39,"48",5,2,5,3,12,50,11.005600,1
38779,1,0,,0,,,12076,47,17,833,"Ravensville",47,"M",0,0,0,43,45522.000000,"M",4,29,"36",4,0,4,3,15,40,10.057000,1
38781,2,0,,0,,,12077,37,8,131,"Princeton",37,"M",0,1,0,58,45545.000000,"S",6,21,"24",2,2,5,3,6,35,12.297600,3
38782,2,0,,0,,,12078,41,11,0,"Princeton",41,"F",0,0,0,57,45473.000000,"M",2,6,"12",2,0,0,0,10,31,0.000000,2
38784,4,0,,0,,,12079,30,0,261,"Princeton",30,"M",0,0,0,59,45515.000000,"S",6,29,"36",2,4,5,3,8,31,9.594320,3
38795,2,0,,0,,,12080,41,12,0,"Foxton",41,"F",0,0,0,10,45613.000000,"M",6,-1,"0",10,1,0,0,16,73,0.000000,3
38800,2,0,,0,,,12081,32,0,0,"Princeton",32,"M",0,0,0,63,45603.000000,"S",6,13,"24",1,0,0,0,7,28,0.000000,1
38814,4,0,,0,,,12082,62,32,105,"Queensbury",62,"M",0,0,0,62,45577.000000,"U",3,40,"48",1,0,2,1,14,23,7.299000,3
38815,2,0,,0,,,12083,29,0,0,"Kingsville",29,"F",0,0,0,44,45630.000000,"S",7,33,"36",4,1,0,0,14,41,0.000000,2
38818,2,0,,0,,,12084,38,10,0,"Catburg",38,"F",0,0,0,33,45622.000000,"S",3,21,"24",6,0,0,0,8,57,0.000000,3
38821,3,0,,0,,,12085,38,10,77,"Queensbury",38,"F",0,0,0,53,45639.000000,"M",4,33,"36",2,2,3,1,12,34,8.902330,1
38821,2,0,,0,,,12086,38,10,77,"Queensbury",38,"F",0,0,0,53,45639.000000,"M",4,33,"36",2,2,3,1,12,34,8.902330,1
38822,2,0,,0,,,12087,54,27,0,"Kingsville",54,"F",0,0,0,78,45619.000000,"S",5,11,"12",1,0,0,0,4,16,0.000000,3
38822,3,0,,0,,,12088,54,27,0,"Kingsville",54,"F",0,0,0,78,45619.000000,"S",5,11,"12",1,0,0,0,4,16,0.000000,3
38824,2,0,,0,,,12089,21,0,248,"Kingsville",21,"F",0,0,0,52,45601.000000,"S",4,38,"48",3,2,3,1,7,39,11.895700,3
38825,3,0,,0,,,12090,46,14,0,"Queensbury",46,"M",0,0,0,50,45553.000000,"U",3,-5,"0",3,2,0,0,18,30,0.000000,2
38825,2,0,,0,,,12091,46,14,0,"Queensbury",46,"M",0,0,0,50,45553.000000,"U",3,-5,"0",3,2,0,0,18,30,0.000000,2
38826,2,0,,0,,,12092,49,21,0,"Catburg",49,"M",0,0,0,65,45627.000000,"M",3,-3,"0",0,1,0,0,7,26,0.000000,1
38827,2,0,,0,,,12093,52,22,0,"Princeton",52,"F",0,0,0,52,45614.000000,"M",1,-6,"0",3,1,0,0,11,36,0.000000,1
38830,2,0,,0,,,12094,40,13,92,"Kingsville",40,"M",0,0,0,51,45581.000000,"S",7,41,"48",3,1,2,1,10,38,8.389000,3
38830,4,0,,0,,,12095,40,13,92,"Kingsville",40,"M",0,0,0,51,45581.000000,"S",7,41,"48",3,1,2,1,10,38,8.389000,3
38844,2,0,,0,,,12096,61,34,0,"Catburg",61,"F",0,0,0,56,45649.000000,"M",3,-4,"0",2,5,6,0,7,35,0.000000,2
38848,4,0,,0,,,12097,36,5,219,"Foxton",36,"M",0,0,0,61,45683.000000,"U",2,12,"24",1,0,2,1,8,30,13.352300,1
38848,3,0,,0,,,12098,36,5,219,"Foxton",36,"M",0,0,0,61,45683.000000,"U",2,12,"24",1,0,2,1,8,30,13.352300,1
38850,2,0,,0,,,12099,40,13,0,"Ravensville",40,"M",0,0,0,61,45683.000000,"S",2,26,"36",1,0,0,0,8,30,0.000000,1
38850,3,0,,0,,,12100,40,13,0,"Ravensville",40,"M",0,0,0,61,45683.000000,"S",2,26,"36",1,0,0,0,8,30,0.000000,1
38853,2,0,,0,,,12101,75,41,0,"Ravensville",75,"M",0,0,0,60,45688.000000,"M",4,5,"12",1,2,0,0,12,26,0.000000,1
38856,2,0,,0,,,12102,42,16,0,"Catburg",42,"M",0,0,0,69,45710.000000,"U",5,18,"24",0,2,0,0,3,27,0.000000,2
38860,4,0,,0,,,12103,23,0,513,"Princeton",23,"F",0,0,0,52,45739.000000,"S",7,40,"48",3,0,4,11,12,34,18.117201,1
38860,3,0,,0,,,12104,23,0,513,"Princeton",23,"F",0,0,0,52,45739.000000,"S",7,40,"48",3,0,4,11,12,34,18.117201,1
38864,2,0,,0,,,12105,23,0,0,"Princeton",23,"F",0,0,0,55,45733.000000,"S",2,25,"36",2,0,0,0,11,32,0.000000,3
38874,2,0,,0,,,12106,34,5,0,"Queensbury",34,"M",0,0,0,47,45721.000000,"M",5,14,"24",3,3,0,0,18,33,0.000000,2
38874,3,0,,0,,,12107,34,5,0,"Queensbury",34,"M",0,0,0,47,45721.000000,"M",5,14,"24",3,3,0,0,18,33,0.000000,2
38876,2,0,,0,,,12108,25,0,0,"Queensbury",25,"F",0,0,0,53,45732.000000,"S",6,-5,"0",3,0,0,0,6,40,0.000000,2
38876,3,0,,0,,,12109,25,0,0,"Queensbury",25,"F",0,0,0,53,45732.000000,"S",6,-5,"0",3,0,0,0,6,40,0.000000,2
38878,2,0,,0,,,12110,34,6,65,"Foxton",34,"M",0,0,0,52,45705.000000,"M",2,25,"36",2,2,3,2,8,38,9.198320,1
38880,2,0,,0,,,12111,38,10,576,"Princeton",38,"F",0,0,0,51,45741.000000,"U",3,16,"24",3,1,3,2,9,38,8.661330,2
38884,2,0,,0,,,12112,23,0,0,"Princeton",23,"M",0,0,0,53,45739.000000,"S",5,18,"24",2,1,0,0,11,34,0.000000,3
38892,3,0,,0,,,12113,45,16,350,"Ravensville",45,"F",0,0,0,56,45683.000000,"S",7,29,"36",2,1,2,1,6,37,11.805700,3
38892,1,0,,0,,,12114,45,16,350,"Ravensville",45,"F",0,0,0,56,45683.000000,"S",7,29,"36",2,1,2,1,6,37,11.805700,3
38894,2,0,,0,,,12115,46,14,0,"Kingsville",46,"F",0,0,0,56,45683.000000,"U",7,24,"36",2,0,0,0,6,37,0.000000,3
38898,1,0,,0,,,12116,41,13,80,"Ravensville",41,"F",1,0,0,77,45686.000000,"S",3,40,"48",0,2,4,2,16,5,8.907320,2
38901,2,0,,0,,,12117,21,0,0,"Kingsville",21,"F",0,0,0,37,45746.000000,"S",2,16,"24",5,1,0,0,12,50,0.000000,1
38903,1,0,,0,,,12118,35,5,178,"Princeton",35,"M",0,0,0,57,45682.000000,"M",6,29,"36",2,0,4,2,9,32,9.211330,3
38903,3,0,,0,,,12119,35,5,178,"Princeton",35,"M",0,0,0,57,45682.000000,"M",6,29,"36",2,0,4,2,9,32,9.211330,3
38904,2,0,,0,,,12120,36,10,0,"Ravensville",36,"M",0,0,0,59,45674.000000,"M",2,26,"36",2,1,0,0,9,31,0.000000,3
38909,4,0,,0,,,12121,71,40,389,"Catburg",71,"F",0,0,0,48,45743.000000,"S",2,29,"36",3,0,2,2,12,38,8.807280,3
38911,2,0,,0,,,12122,32,0,93,"Princeton",32,"F",0,1,0,68,45692.000000,"S",5,7,"12",0,2,4,3,9,22,12.858600,3
38921,2,0,,0,,,12123,32,3,408,"Catburg",32,"M",0,0,0,60,45716.000000,"S",6,28,"36",1,0,5,19,11,27,27.110701,1
38922,4,0,,0,,,12124,80,52,131,"Queensbury",80,"M",0,0,0,60,45679.000000,"U",5,22,"24",1,5,2,2,11,28,8.586650,1
38924,3,0,,0,,,12125,30,5,479,"Princeton",30,"M",0,0,1,61,45697.000000,"S",7,33,"36",1,0,1,1,8,29,8.172330,2
38931,2,0,,0,,,12126,33,11,0,"Ravensville",33,"M",0,0,0,63,45661.000000,"U",5,31,"36",1,0,0,0,16,20,0.000000,3
38941,2,0,,0,,,12127,53,26,503,"Princeton",53,"M",0,0,0,44,45710.000000,"U",2,24,"36",4,1,1,1,12,42,9.349000,1
38945,2,0,,0,,,12128,76,44,128,"Princeton",76,"M",0,0,0,49,45743.000000,"S",2,21,"24",3,1,2,1,14,35,10.719000,1
38946,2,0,,0,,,12129,52,22,0,"Kingsville",52,"F",0,0,0,49,45743.000000,"S",2,26,"36",3,0,0,0,14,35,0.000000,2
38946,3,0,,0,,,12130,52,22,0,"Kingsville",52,"F",0,0,0,49,45743.000000,"S",2,26,"36",3,0,0,0,14,35,0.000000,2
38953,2,0,,0,,,12131,49,16,0,"Queensbury",49,"F",0,0,0,72,45741.000000,"S",2,26,"36",0,0,0,0,12,15,0.000000,3
38953,3,0,,0,,,12132,49,16,0,"Queensbury",49,"F",0,0,0,72,45741.000000,"S",2,26,"36",0,0,0,0,12,15,0.000000,3
38956,2,0,,0,,,12133,21,0,0,"Queensbury",21,"F",0,0,0,50,45724.000000,"S",4,32,"36",3,1,0,0,11,37,0.000000,1
38961,3,0,,0,,,12134,28,0,0,"Ravensville",28,"M",0,0,0,66,45651.000000,"S",2,-3,"0",0,0,1,0,5,27,0.000000,1
38961,2,0,,0,,,12135,28,0,0,"Ravensville",28,"M",0,0,0,66,45651.000000,"S",2,-3,"0",0,0,1,0,5,27,0.000000,1
38963,3,0,,0,,,12136,31,0,228,"Catburg",31,"F",0,0,0,58,45689.000000,"S",3,12,"24",2,0,4,2,6,34,12.994700,2
38963,4,0,,0,,,12137,31,0,228,"Catburg",31,"F",0,0,0,58,45689.000000,"S",3,12,"24",2,0,4,2,6,34,12.994700,2
38974,2,0,,0,,,12138,48,22,0,"Ravensville",48,"F",0,0,0,58,45680.000000,"M",2,14,"24",1,2,0,0,12,28,0.000000,1
38980,2,0,,0,,,12139,42,10,0,"Princeton",42,"M",0,0,0,56,45703.000000,"M",2,6,"12",2,2,0,0,11,32,0.000000,2
38981,2,1,2006-07-14 00:00:00,0,,421,1492,40,10,406,"Kingsville",40,"F",0,0,0,66,45705.000000,"U",4,33,"36",0,3,3,2,6,27,9.568950,2
38982,1,0,,0,,,12140,19,0,547,"Queensbury",19,"F",0,0,0,60,45707.000000,"S",7,21,"24",1,5,4,12,11,27,18.864201,2
38986,2,0,,0,,,12141,35,7,0,"Ravensville",35,"F",0,0,0,48,45656.000000,"M",2,25,"36",3,1,0,0,3,47,0.000000,3
38991,2,0,,0,,,12142,42,17,0,"Ravensville",42,"M",0,0,0,43,45658.000000,"M",3,-2,"0",4,1,4,0,16,40,0.000000,2
38992,2,1,2006-07-30 00:00:00,0,,183,2760,37,7,102,"Catburg",37,"F",0,0,0,43,45658.000000,"M",3,23,"24",4,0,2,1,16,40,12.622300,1
38992,3,0,,0,,,12143,37,7,102,"Catburg",37,"F",0,0,0,43,45658.000000,"M",3,23,"24",4,0,2,1,16,40,12.622300,1
39008,3,0,,0,,,12144,29,0,134,"Kingsville",29,"M",0,0,0,52,45689.000000,"S",3,10,"12",3,3,4,2,10,36,9.267280,3
39008,2,0,,0,,,12145,29,0,134,"Kingsville",29,"M",0,0,0,52,45689.000000,"S",3,10,"12",3,3,4,2,10,36,9.267280,3
39009,2,0,,0,,,12146,48,17,0,"Princeton",48,"M",0,0,0,52,45689.000000,"S",3,34,"36",3,0,0,0,10,36,0.000000,3
39017,3,0,,0,,,12147,36,8,0,"Princeton",36,"F",0,0,0,58,45743.000000,"M",5,21,"24",2,1,0,0,9,31,0.000000,1
39017,2,0,,0,,,12148,36,8,0,"Princeton",36,"F",0,0,0,58,45743.000000,"M",5,21,"24",2,1,0,0,9,31,0.000000,1
39020,2,0,,0,,,12149,38,5,0,"Princeton",38,"M",0,0,0,44,45705.000000,"M",4,27,"36",4,0,0,0,14,40,0.000000,1
39021,2,0,,0,,,12150,43,16,0,"Kingsville",43,"F",0,0,0,44,45705.000000,"M",4,33,"36",4,1,0,0,14,40,0.000000,2
39021,3,0,,0,,,12151,43,16,0,"Kingsville",43,"F",0,0,0,44,45705.000000,"M",4,33,"36",4,1,0,0,14,40,0.000000,2
39023,2,0,,0,,,12152,47,18,0,"Ravensville",47,"F",0,0,0,44,45705.000000,"M",4,16,"24",4,0,0,0,14,40,0.000000,1
39023,3,0,,0,,,12153,47,18,0,"Ravensville",47,"F",0,0,0,44,45705.000000,"M",4,16,"24",4,0,0,0,14,40,0.000000,1
39026,2,0,,0,,,12154,27,0,0,"Catburg",27,"M",0,0,0,47,45675.000000,"S",6,-2,"0",3,1,1,0,12,39,0.000000,1
39029,2,0,,0,,,12155,19,0,0,"Foxton",19,"M",0,0,0,48,45696.000000,"S",7,19,"24",3,0,0,0,21,30,0.000000,1
39035,2,0,,0,,,12156,32,5,0,"Queensbury",32,"F",0,0,0,60,45661.000000,"M",4,19,"24",1,2,0,0,10,29,0.000000,1
39037,2,0,,0,,,12157,37,8,825,"Catburg",37,"M",0,0,0,50,45693.000000,"M",2,9,"12",3,1,4,3,6,42,12.671000,2
39039,3,0,,0,,,12158,27,1,50,"Queensbury",27,"M",0,0,0,58,45674.000000,"S",5,9,"12",2,0,4,1,14,27,9.816660,2
39039,2,1,2006-07-13 00:00:00,1,,421,1436,27,1,50,"Queensbury",27,"M",0,0,0,58,45674.000000,"S",5,9,"12",2,0,4,1,14,27,9.816660,2
39043,3,0,,0,,,12159,48,18,124,"Kingsville",48,"M",0,0,0,55,45713.000000,"U",6,12,"24",2,0,3,1,9,35,9.690670,2
39043,1,0,,0,,,12160,48,18,124,"Kingsville",48,"M",0,0,0,55,45713.000000,"U",6,12,"24",2,0,3,1,9,35,9.690670,2
39044,2,0,,0,,,12161,40,10,0,"Kingsville",40,"F",0,0,0,55,45713.000000,"S",6,-2,"0",2,0,0,0,9,35,0.000000,3
39046,2,0,,0,,,12162,32,8,322,"Princeton",32,"F",0,0,0,53,45719.000000,"U",6,16,"24",2,1,3,7,3,42,13.455300,3
39050,2,0,,0,,,12163,36,1,154,"Catburg",36,"M",0,0,0,48,45735.000000,"M",4,14,"24",3,1,4,3,11,39,13.115600,2
39051,2,0,,0,,,12164,33,6,0,"Kingsville",33,"F",0,0,0,37,45743.000000,"S",2,-3,"0",5,0,0,0,21,40,0.000000,2
39055,4,0,,0,,,12165,34,3,134,"Ravensville",34,"M",0,0,0,54,45704.000000,"M",6,12,"24",2,2,3,1,6,38,11.452300,1
39059,2,0,,0,,,12166,30,0,90,"Catburg",30,"F",0,0,0,49,45698.000000,"S",3,19,"24",3,0,2,2,12,38,11.114800,3
39059,3,0,,0,,,12167,30,0,90,"Catburg",30,"F",0,0,0,49,45698.000000,"S",3,19,"24",3,0,2,2,12,38,11.114800,3
39060,4,0,,0,,,12168,45,17,100,"Ravensville",45,"F",0,0,0,42,45690.000000,"U",5,21,"24",4,1,2,1,9,48,9.165670,2
39064,2,0,,0,,,12169,41,11,0,"Ravensville",41,"M",0,0,0,61,45702.000000,"S",7,-1,"0",1,1,0,0,9,28,0.000000,3
39064,3,0,,0,,,12170,41,11,0,"Ravensville",41,"M",0,0,0,61,45702.000000,"S",7,-1,"0",1,1,0,0,9,28,0.000000,3
39070,3,0,,0,,,12171,43,12,0,"Queensbury",43,"M",0,0,0,63,45709.000000,"M",3,29,"36",1,0,0,0,14,22,0.000000,2
39070,2,0,,0,,,12172,43,12,0,"Queensbury",43,"M",0,0,0,63,45709.000000,"M",3,29,"36",1,0,0,0,14,22,0.000000,2
39073,3,0,,0,,,12173,26,0,0,"Catburg",26,"M",0,0,0,48,45699.000000,"S",3,33,"36",3,0,0,0,9,42,0.000000,2
39073,2,0,,0,,,12174,26,0,0,"Catburg",26,"M",0,0,0,48,45699.000000,"S",3,33,"36",3,0,0,0,9,42,0.000000,2
39075,2,0,,0,,,12175,50,21,120,"Queensbury",50,"M",0,0,0,48,45699.000000,"U",2,5,"12",3,1,1,1,9,42,9.353320,1
39075,3,0,,0,,,12176,50,21,120,"Queensbury",50,"M",0,0,0,48,45699.000000,"U",2,5,"12",3,1,1,1,9,42,9.353320,1
39077,2,0,,0,,,12177,39,10,178,"Catburg",39,"M",0,0,0,63,45668.000000,"S",6,18,"24",1,0,5,2,8,28,10.744700,2
39078,2,0,,0,,,12178,23,0,0,"Ravensville",23,"F",0,0,0,63,45668.000000,"S",6,19,"24",1,1,0,0,8,28,0.000000,3
39080,2,0,,0,,,12179,47,15,89,"Queensbury",47,"F",0,0,0,70,45706.000000,"S",4,25,"36",0,0,2,1,6,22,7.455670,1
39083,3,0,,0,,,12180,42,10,0,"Queensbury",42,"F",0,0,0,70,45706.000000,"M",4,31,"36",0,2,0,0,6,22,0.000000,1
39083,2,0,,0,,,12181,42,10,0,"Queensbury",42,"F",0,0,0,70,45706.000000,"M",4,31,"36",0,2,0,0,6,22,0.000000,1
39086,2,0,,0,,,12182,39,6,1139,"Kingsville",39,"M",0,0,0,45,45712.000000,"S",2,23,"36",4,0,2,1,7,47,10.432300,3
39086,3,0,,0,,,12183,39,6,1139,"Kingsville",39,"M",0,0,0,45,45712.000000,"S",2,23,"36",4,0,2,1,7,47,10.432300,3
39088,4,0,,0,,,12184,12,0,105,"Queensbury",12,"F",0,0,0,55,45721.000000,"S",3,22,"24",2,0,2,2,14,29,11.960700,1
39090,2,0,,0,,,12185,35,6,105,"Catburg",35,"F",0,0,0,59,45697.000000,"S",2,11,"24",1,2,4,2,12,28,9.165660,3
39097,2,0,,0,,,12186,44,13,0,"Foxton",44,"M",0,0,0,66,45692.000000,"S",5,39,"48",1,1,0,0,4,29,0.000000,1
39101,2,0,,0,,,12187,78,46,320,"Queensbury",78,"M",0,1,0,42,45732.000000,"M",3,41,"48",4,1,3,2,12,45,9.203990,1
39101,1,0,,0,,,12188,78,46,320,"Queensbury",78,"M",0,1,0,42,45732.000000,"M",3,41,"48",4,1,3,2,12,45,9.203990,1
39112,3,0,,0,,,12189,35,9,32,"Catburg",35,"M",0,0,0,71,45655.000000,"S",5,39,"48",0,0,2,2,13,14,11.696600,1
39112,2,0,,0,,,12190,35,9,32,"Catburg",35,"M",0,0,0,71,45655.000000,"S",5,39,"48",0,0,2,2,13,14,11.696600,1
39113,2,0,,0,,,12191,19,0,125,"Foxton",19,"M",0,0,0,71,45655.000000,"S",5,26,"36",0,0,2,1,13,14,8.653320,2
39119,2,0,,0,,,12192,76,45,0,"Kingsville",76,"F",0,0,0,60,45686.000000,"S",5,0,"12",1,0,0,0,10,28,0.000000,1
39133,3,0,,0,,,12193,61,34,0,"Princeton",61,"M",0,0,0,58,45729.000000,"U",6,-2,"0",2,3,0,0,12,29,0.000000,3
39133,2,0,,0,,,12194,61,34,0,"Princeton",61,"M",0,0,0,58,45729.000000,"U",6,-2,"0",2,3,0,0,12,29,0.000000,3
39134,2,1,2006-07-27 00:00:00,0,,421,2582,55,22,79,"Princeton",55,"F",0,0,0,58,45729.000000,"S",6,17,"24",2,0,3,1,12,29,11.412300,3
39134,3,0,,0,,,12195,55,22,79,"Princeton",55,"F",0,0,0,58,45729.000000,"S",6,17,"24",2,0,3,1,12,29,11.412300,3
39141,2,0,,0,,,12196,40,12,0,"Catburg",40,"F",0,0,0,47,45658.000000,"S",5,33,"36",3,1,0,0,10,42,0.000000,1
39149,2,0,,0,,,12197,37,7,0,"Foxton",37,"M",0,1,0,70,45677.000000,"U",7,16,"24",0,4,0,0,4,24,0.000000,1
39150,2,0,,0,,,12198,31,0,0,"Ravensville",31,"M",0,0,0,57,45683.000000,"S",7,16,"24",2,0,0,0,12,29,0.000000,1
39150,3,0,,0,,,12199,31,0,0,"Ravensville",31,"M",0,0,0,57,45683.000000,"S",7,16,"24",2,0,0,0,12,29,0.000000,1
39153,2,0,,0,,,12200,40,11,0,"Catburg",40,"M",0,0,0,60,45685.000000,"M",4,-6,"0",1,1,0,0,14,25,0.000000,2
39158,2,0,,0,,,12201,49,20,0,"Ravensville",49,"F",0,0,0,53,45713.000000,"M",3,25,"36",3,0,0,0,12,34,0.000000,2
39158,3,0,,0,,,12202,49,20,0,"Ravensville",49,"F",0,0,0,53,45713.000000,"M",3,25,"36",3,0,0,0,12,34,0.000000,2
39163,2,0,,0,,,12203,37,6,0,"Catburg",37,"F",0,0,0,60,45653.000000,"M",6,-1,"0",1,3,2,0,18,21,0.000000,2
39167,1,0,,0,,,12204,30,5,294,"Queensbury",30,"F",0,0,0,56,45662.000000,"U",4,40,"48",2,0,5,3,11,31,11.126600,1
39168,3,0,,0,,,12205,25,1,0,"Kingsville",25,"F",0,0,0,31,45692.000000,"U",2,35,"36",6,1,0,0,10,57,0.000000,1
39168,2,0,,0,,,12206,25,1,0,"Kingsville",25,"F",0,0,0,31,45692.000000,"U",2,35,"36",6,1,0,0,10,57,0.000000,1
39171,2,0,,0,,,12207,49,18,554,"Foxton",49,"M",0,1,0,35,45707.000000,"S",6,25,"36",6,1,0,14,15,49,21.121901,2
39174,2,0,,0,,,12208,70,42,0,"Princeton",70,"F",0,1,0,59,45725.000000,"M",4,33,"36",1,0,0,0,7,33,0.000000,2
39184,2,0,,0,,,12209,58,24,23,"Ravensville",58,"M",0,0,0,56,45703.000000,"S",1,36,"48",2,0,5,2,7,35,11.254300,3
39184,3,0,,0,,,12210,58,24,23,"Ravensville",58,"M",0,0,0,56,45703.000000,"S",1,36,"48",2,0,5,2,7,35,11.254300,3
39188,3,0,,0,,,12211,27,0,0,"Catburg",27,"F",0,0,0,60,45682.000000,"S",3,21,"24",1,0,0,0,11,28,0.000000,2
39188,2,0,,0,,,12212,27,0,0,"Catburg",27,"F",0,0,0,60,45682.000000,"S",3,21,"24",1,0,0,0,11,28,0.000000,2
39189,3,0,,0,,,12213,43,13,0,"Queensbury",43,"M",0,0,0,58,45684.000000,"M",3,32,"36",2,1,0,0,9,31,0.000000,1
39189,2,0,,0,,,12214,43,13,0,"Queensbury",43,"M",0,0,0,58,45684.000000,"M",3,32,"36",2,1,0,0,9,31,0.000000,1
39196,2,0,,0,,,12215,42,9,0,"Kingsville",42,"F",0,0,0,53,45744.000000,"U",2,-1,"0",3,0,0,0,6,39,0.000000,1
39199,2,0,,0,,,12216,30,5,0,"Foxton",30,"M",0,0,0,55,45655.000000,"M",6,-2,"0",2,2,0,0,2,42,0.000000,1
39201,2,0,,0,,,12217,30,0,0,"Princeton",30,"F",0,0,0,41,45745.000000,"S",4,10,"12",4,0,0,0,14,43,0.000000,2
39201,3,0,,0,,,12218,30,0,0,"Princeton",30,"F",0,0,0,41,45745.000000,"S",4,10,"12",4,0,0,0,14,43,0.000000,2
39203,3,0,,0,,,12219,40,14,0,"Kingsville",40,"F",0,0,0,41,45745.000000,"M",4,15,"24",4,1,0,0,14,43,0.000000,1
39203,2,0,,0,,,12220,40,14,0,"Kingsville",40,"F",0,0,0,41,45745.000000,"M",4,15,"24",4,1,0,0,14,43,0.000000,1
39211,2,0,,0,,,12221,48,21,125,"Foxton",48,"M",0,0,0,71,45665.000000,"U",2,38,"48",0,0,4,3,5,23,9.916480,2
39211,3,0,,0,,,12222,48,21,125,"Foxton",48,"M",0,0,0,71,45665.000000,"U",2,38,"48",0,0,4,3,5,23,9.916480,2
39223,2,0,,0,,,12223,30,0,0,"Queensbury",30,"M",0,0,0,48,45659.000000,"S",7,9,"12",3,0,0,0,14,36,0.000000,2
39223,3,0,,0,,,12224,30,0,0,"Queensbury",30,"M",0,0,0,48,45659.000000,"S",7,9,"12",3,0,0,0,14,36,0.000000,2
39229,3,0,,0,,,12225,32,2,0,"Foxton",32,"M",0,0,0,30,45671.000000,"U",3,12,"24",6,0,0,0,15,54,0.000000,2
39229,2,0,,0,,,12226,32,2,0,"Foxton",32,"M",0,0,0,30,45671.000000,"U",3,12,"24",6,0,0,0,15,54,0.000000,2
39236,2,0,,0,,,12227,40,9,35,"Princeton",40,"M",0,0,0,41,45666.000000,"M",2,6,"12",4,2,3,2,7,50,12.499600,3
39236,3,0,,0,,,12228,40,9,35,"Princeton",40,"M",0,0,0,41,45666.000000,"M",2,6,"12",4,2,3,2,7,50,12.499600,3
39240,2,0,,0,,,12229,39,12,70,"Catburg",39,"M",0,0,0,43,45716.000000,"U",2,20,"24",4,3,3,1,12,43,10.203300,3
39243,1,0,,0,,,12230,35,5,145,"Ravensville",35,"M",0,1,0,68,45683.000000,"M",2,40,"48",0,2,4,1,11,20,8.462330,3
39251,2,0,,0,,,12231,47,16,0,"Catburg",47,"F",0,0,0,66,45729.000000,"M",2,22,"24",0,2,0,0,12,20,0.000000,2
39253,2,0,,0,,,12232,41,9,0,"Ravensville",41,"M",0,0,0,54,45741.000000,"M",7,-6,"0",2,7,0,0,12,32,0.000000,1
39253,3,0,,0,,,12233,41,9,0,"Ravensville",41,"M",0,0,0,54,45741.000000,"M",7,-6,"0",2,7,0,0,12,32,0.000000,1
39270,1,0,,0,,,12234,37,11,148,"Queensbury",37,"M",0,1,0,56,45702.000000,"M",5,22,"24",2,4,5,2,9,34,12.448000,1
39271,3,0,,0,,,12235,28,0,135,"Kingsville",28,"F",0,0,0,56,45702.000000,"S",5,29,"36",2,0,6,3,9,34,11.688100,2
39271,1,0,,0,,,12236,28,0,135,"Kingsville",28,"F",0,0,0,56,45702.000000,"S",5,29,"36",2,0,6,3,9,34,11.688100,2
39276,2,1,2006-07-25 00:00:00,0,,183,2421,41,11,61,"Queensbury",41,"F",0,0,0,70,45691.000000,"U",3,28,"36",0,0,2,2,11,18,12.791300,3
39276,3,0,,0,,,12237,41,11,61,"Queensbury",41,"F",0,0,0,70,45691.000000,"U",3,28,"36",0,0,2,2,11,18,12.791300,3
39280,2,0,,0,,,12238,42,12,0,"Ravensville",42,"M",0,0,0,44,45727.000000,"S",5,17,"24",4,0,0,0,18,36,0.000000,3
39282,1,0,,0,,,12239,27,0,40,"Ravensville",27,"M",0,0,0,63,45710.000000,"S",3,22,"24",1,0,6,3,6,30,10.970800,3
39282,2,0,,0,,,12240,27,0,40,"Ravensville",27,"M",0,0,0,63,45710.000000,"S",3,22,"24",1,0,6,3,6,30,10.970800,3
39292,2,0,,0,,,12241,43,10,205,"Foxton",43,"M",0,0,0,59,45661.000000,"S",5,41,"48",2,0,5,2,12,28,14.222300,2
39292,3,0,,0,,,12242,43,10,205,"Foxton",43,"M",0,0,0,59,45661.000000,"S",5,41,"48",2,0,5,2,12,28,14.222300,2
39292,1,0,,0,,,12243,43,10,205,"Foxton",43,"M",0,0,0,59,45661.000000,"S",5,41,"48",2,0,5,2,12,28,14.222300,2
39296,2,0,,0,,,12244,36,8,0,"Foxton",36,"M",0,0,0,38,45721.000000,"S",6,31,"36",5,0,0,0,16,45,0.000000,3
39300,2,0,,0,,,12245,65,37,469,"Catburg",65,"M",0,0,0,66,45726.000000,"M",1,23,"36",0,3,3,7,10,22,13.630000,3
39303,2,0,,0,,,12246,46,17,189,"Foxton",46,"F",0,0,0,62,45691.000000,"M",3,32,"36",1,3,3,1,15,21,7.822330,1
