CÛdigo IBGE do MunicÌpio;CÛdigo da Unidade da FederaÁ„o;Sigla da Unidade da FederaÁ„o;Nome das Grandes Regiıes;CÛdigo IBGE da Mesoregi„o;Nome da Mesoregi„o;CÛdigo IBGE da Microregi„o;Nome da Microregi„o;IDHM 1991;IDHM 2000;IDHM 2010
430697;43;RS;Sul;4301;Noroeste Rio-grandense;43004;Erechim;0,459;0,606;0,712
430700;43;RS;Sul;4301;Noroeste Rio-grandense;43004;Erechim;0,578;0,696;0,776
430705;43;RS;Sul;4301;Noroeste Rio-grandense;43010;Passo Fundo;0,475;0,642;0,716
430710;43;RS;Sul;4307;Sudeste Rio-grandense;43034;Jaguar“o;0,443;0,548;0,687
430720;43;RS;Sul;4301;Noroeste Rio-grandense;43004;Erechim;0,338;0,56;0,681
430730;43;RS;Sul;4301;Noroeste Rio-grandense;43003;Frederico Westphalen;0,434;0,538;0,685
430740;43;RS;Sul;4302;Nordeste Rio-grandense;43015;Vacaria;0,478;0,538;0,68
430745;43;RS;Sul;4301;Noroeste Rio-grandense;43002;Tr€s Passos;0,398;0,498;0,661
430750;43;RS;Sul;4301;Noroeste Rio-grandense;43011;Cruz Alta;0,519;0,653;0,765
430755;43;RS;Sul;4301;Noroeste Rio-grandense;43004;Erechim;0,534;0,662;0,753
430760;43;RS;Sul;4305;Metropolitana de Porto Alegre;43026;Porto Alegre;0,537;0,674;0,757
430770;43;RS;Sul;4305;Metropolitana de Porto Alegre;43026;Porto Alegre;0,589;0,693;0,754
430780;43;RS;Sul;4304;Centro Oriental Rio-grandense;43021;Lajeado-Estrela;0,564;0,676;0,767
430781;43;RS;Sul;4304;Centro Oriental Rio-grandense;43020;Santa Cruz do Sul;0,374;0,535;0,679
430783;43;RS;Sul;4301;Noroeste Rio-grandense;43007;Santo ,ngelo;0,469;0,621;0,712
430786;43;RS;Sul;4302;Nordeste Rio-grandense;43016;Caxias do Sul;0,473;0,633;0,763
430790;43;RS;Sul;4302;Nordeste Rio-grandense;43016;Caxias do Sul;0,56;0,691;0,777
430800;43;RS;Sul;4303;Centro Ocidental Rio-grandense;43019;Restinga Seca;0,54;0,643;0,72
430805;43;RS;Sul;4301;Noroeste Rio-grandense;43004;Erechim;0,408;0,574;0,666
430807;43;RS;Sul;4304;Centro Oriental Rio-grandense;43021;Lajeado-Estrela;0,429;0,548;0,698
430810;43;RS;Sul;4305;Metropolitana de Porto Alegre;43023;Montenegro;0,563;0,659;0,75
430820;43;RS;Sul;4302;Nordeste Rio-grandense;43016;Caxias do Sul;0,523;0,674;0,754
430825;43;RS;Sul;4301;Noroeste Rio-grandense;43004;Erechim;0,347;0,532;0,663
430830;43;RS;Sul;4301;Noroeste Rio-grandense;43013;Soledade;0,331;0,504;0,661
430840;43;RS;Sul;4303;Centro Ocidental Rio-grandense;43019;Restinga Seca;0,454;0,579;0,682
430843;43;RS;Sul;4304;Centro Oriental Rio-grandense;43021;Lajeado-Estrela;0,467;0,553;0,683
430845;43;RS;Sul;4301;Noroeste Rio-grandense;43011;Cruz Alta;0,535;0,658;0,756
430850;43;RS;Sul;4301;Noroeste Rio-grandense;43003;Frederico Westphalen;0,536;0,683;0,76
430860;43;RS;Sul;4302;Nordeste Rio-grandense;43016;Caxias do Sul;0,575;0,712;0,786
430865;43;RS;Sul;4306;Sudoeste Rio-grandense;43029;Campanha Ocidental;0,252;0,549;0,671
430870;43;RS;Sul;4301;Noroeste Rio-grandense;43004;Erechim;0,498;0,662;0,738
430880;43;RS;Sul;4305;Metropolitana de Porto Alegre;43025;S“o Jer∂nimo;0,471;0,619;0,686
430885;43;RS;Sul;4301;Noroeste Rio-grandense;43010;Passo Fundo;0,41;0,628;0,733
430890;43;RS;Sul;4301;Noroeste Rio-grandense;43004;Erechim;0,532;0,665;0,746
430900;43;RS;Sul;4301;Noroeste Rio-grandense;43007;Santo ,ngelo;0,479;0,626;0,721
430905;43;RS;Sul;4305;Metropolitana de Porto Alegre;43026;Porto Alegre;0,424;0,587;0,714
430910;43;RS;Sul;4305;Metropolitana de Porto Alegre;43024;Gramado-Canela;0,546;0,698;0,764
430912;43;RS;Sul;4301;Noroeste Rio-grandense;43003;Frederico Westphalen;0,336;0,573;0,685
430915;43;RS;Sul;4304;Centro Oriental Rio-grandense;43020;Santa Cruz do Sul;0,356;0,46;0,634
430920;43;RS;Sul;4305;Metropolitana de Porto Alegre;43026;Porto Alegre;0,54;0,661;0,736
430925;43;RS;Sul;4302;Nordeste Rio-grandense;43014;Guapor⁄;0,489;0,674;0,758
430930;43;RS;Sul;4305;Metropolitana de Porto Alegre;43026;Porto Alegre;0,522;0,654;0,73
430940;43;RS;Sul;4302;Nordeste Rio-grandense;43014;Guapor⁄;0,553;0,67;0,765
430950;43;RS;Sul;4301;Noroeste Rio-grandense;43006;Cerro Largo;0,471;0,592;0,737
430955;43;RS;Sul;4305;Metropolitana de Porto Alegre;43023;Montenegro;0,541;0,663;0,749
430957;43;RS;Sul;4304;Centro Oriental Rio-grandense;43020;Santa Cruz do Sul;0,299;0,441;0,616
430960;43;RS;Sul;4301;Noroeste Rio-grandense;43002;Tr€s Passos;0,568;0,725;0,783
430965;43;RS;Sul;4306;Sudoeste Rio-grandense;43031;Campanha Meridional;0,386;0,569;0,643
430970;43;RS;Sul;4301;Noroeste Rio-grandense;43002;Tr€s Passos;0,538;0,64;0,738
430975;43;RS;Sul;4304;Centro Oriental Rio-grandense;43020;Santa Cruz do Sul;0,369;0,528;0,652
430980;43;RS;Sul;4301;Noroeste Rio-grandense;43005;Sananduva;0,484;0,677;0,739
430990;43;RS;Sul;4301;Noroeste Rio-grandense;43010;Passo Fundo;0,489;0,645;0,724
430995;43;RS;Sul;4301;Noroeste Rio-grandense;43013;Soledade;0,417;0,527;0,638
431000;43;RS;Sul;4301;Noroeste Rio-grandense;43011;Cruz Alta;0,511;0,674;0,765
431010;43;RS;Sul;4305;Metropolitana de Porto Alegre;43024;Gramado-Canela;0,481;0,603;0,721
431020;43;RS;Sul;4301;Noroeste Rio-grandense;43008;Iju›;0,553;0,683;0,781
431030;43;RS;Sul;4302;Nordeste Rio-grandense;43014;Guapor⁄;0,471;0,613;0,73
431033;43;RS;Sul;4305;Metropolitana de Porto Alegre;43027;Osærio;0,547;0,677;0,764
431036;43;RS;Sul;4304;Centro Oriental Rio-grandense;43021;Lajeado-Estrela;0,514;0,69;0,743
431040;43;RS;Sul;4301;Noroeste Rio-grandense;43001;Santa Rosa;0,465;0,601;0,693
431041;43;RS;Sul;4301;Noroeste Rio-grandense;43008;Iju›;0,369;0,554;0,673
431043;43;RS;Sul;4302;Nordeste Rio-grandense;43015;Vacaria;0,503;0,615;0,728
431046;43;RS;Sul;4301;Noroeste Rio-grandense;43004;Erechim;0,488;0,673;0,791
431050;43;RS;Sul;4301;Noroeste Rio-grandense;43003;Frederico Westphalen;0,469;0,595;0,691
431053;43;RS;Sul;4303;Centro Ocidental Rio-grandense;43018;Santa Maria;0,45;0,607;0,76
431055;43;RS;Sul;4303;Centro Ocidental Rio-grandense;43017;Santiago;0,42;0,539;0,657
431057;43;RS;Sul;4302;Nordeste Rio-grandense;43014;Guapor⁄;0,377;0,495;0,664
431060;43;RS;Sul;4306;Sudoeste Rio-grandense;43029;Campanha Ocidental;0,504;0,63;0,713
431065;43;RS;Sul;4305;Metropolitana de Porto Alegre;43027;Osærio;0,397;0,554;0,669
431070;43;RS;Sul;4301;Noroeste Rio-grandense;43004;Erechim;0,374;0,533;0,681
431075;43;RS;Sul;4303;Centro Ocidental Rio-grandense;43019;Restinga Seca;0,512;0,637;0,724
431080;43;RS;Sul;4305;Metropolitana de Porto Alegre;43024;Gramado-Canela;0,551;0,697;0,784
431085;43;RS;Sul;4301;Noroeste Rio-grandense;43009;Carazinho;0,414;0,51;0,658
431087;43;RS;Sul;4301;Noroeste Rio-grandense;43011;Cruz Alta;0,344;0,466;0,662
431090;43;RS;Sul;4301;Noroeste Rio-grandense;43004;Erechim;0,508;0,62;0,726
431100;43;RS;Sul;4307;Sudeste Rio-grandense;43034;Jaguar“o;0,512;0,62;0,707
431110;43;RS;Sul;4303;Centro Ocidental Rio-grandense;43018;Santa Maria;0,506;0,601;0,712
431112;43;RS;Sul;4302;Nordeste Rio-grandense;43015;Vacaria;0,363;0,47;0,614
431113;43;RS;Sul;4303;Centro Ocidental Rio-grandense;43017;Santiago;0,273;0,516;0,631
431115;43;RS;Sul;4301;Noroeste Rio-grandense;43011;Cruz Alta;0,45;0,587;0,686
431120;43;RS;Sul;4303;Centro Ocidental Rio-grandense;43017;Santiago;0,542;0,626;0,716
431123;43;RS;Sul;4304;Centro Oriental Rio-grandense;43020;Santa Cruz do Sul;0,339;0,533;0,67
431125;43;RS;Sul;4301;Noroeste Rio-grandense;43013;Soledade;0,296;0,476;0,643
431127;43;RS;Sul;4301;Noroeste Rio-grandense;43012;N“o-Me-Toque;0,566;0,664;0,789
431130;43;RS;Sul;4302;Nordeste Rio-grandense;43015;Vacaria;0,52;0,65;0,738
431140;43;RS;Sul;4304;Centro Oriental Rio-grandense;43021;Lajeado-Estrela;0,598;0,715;0,778
431142;43;RS;Sul;4301;Noroeste Rio-grandense;43009;Carazinho;0,233;0,504;0,613
431150;43;RS;Sul;4306;Sudoeste Rio-grandense;43031;Campanha Meridional;0,504;0,629;0,699
431160;43;RS;Sul;4301;Noroeste Rio-grandense;43003;Frederico Westphalen;0,363;0,521;0,685
431162;43;RS;Sul;4305;Metropolitana de Porto Alegre;43024;Gramado-Canela;0,427;0,54;0,712
431164;43;RS;Sul;4305;Metropolitana de Porto Alegre;43023;Montenegro;0,475;0,611;0,749
431170;43;RS;Sul;4301;Noroeste Rio-grandense;43005;Sananduva;0,454;0,571;0,692
431171;43;RS;Sul;4306;Sudoeste Rio-grandense;43029;Campanha Ocidental;0,403;0,562;0,684
431173;43;RS;Sul;4305;Metropolitana de Porto Alegre;43027;Osærio;0,372;0,518;0,649
431175;43;RS;Sul;4306;Sudoeste Rio-grandense;43029;Campanha Ocidental;0,41;0,543;0,655
431177;43;RS;Sul;4305;Metropolitana de Porto Alegre;43027;Osærio;0,46;0,579;0,682
431179;43;RS;Sul;4305;Metropolitana de Porto Alegre;43023;Montenegro;0,474;0,591;0,697
431180;43;RS;Sul;4301;Noroeste Rio-grandense;43010;Passo Fundo;0,542;0,678;0,774
431190;43;RS;Sul;4301;Noroeste Rio-grandense;43004;Erechim;0,478;0,631;0,724
431198;43;RS;Sul;4305;Metropolitana de Porto Alegre;43026;Porto Alegre;0,449;0,604;0,701
431200;43;RS;Sul;4301;Noroeste Rio-grandense;43004;Erechim;0,483;0,656;0,73
431205;43;RS;Sul;4304;Centro Oriental Rio-grandense;43021;Lajeado-Estrela;0,482;0,627;0,687
431210;43;RS;Sul;4303;Centro Ocidental Rio-grandense;43018;Santa Maria;0,431;0,551;0,656
431213;43;RS;Sul;4301;Noroeste Rio-grandense;43010;Passo Fundo;0,434;0,665;0,727
431215;43;RS;Sul;4304;Centro Oriental Rio-grandense;43020;Santa Cruz do Sul;0,472;0,623;0,746
431217;43;RS;Sul;4301;Noroeste Rio-grandense;43006;Cerro Largo;0,461;0,617;0,717
431220;43;RS;Sul;4301;Noroeste Rio-grandense;43005;Sananduva;0,445;0,562;0,699
431225;43;RS;Sul;4305;Metropolitana de Porto Alegre;43025;S“o Jer∂nimo;0,417;0,547;0,681
431230;43;RS;Sul;4301;Noroeste Rio-grandense;43002;Tr€s Passos;0,412;0,584;0,725
431235;43;RS;Sul;4302;Nordeste Rio-grandense;43014;Guapor⁄;0,484;0,608;0,764
431237;43;RS;Sul;4302;Nordeste Rio-grandense;43015;Vacaria;0,305;0,462;0,65
431238;43;RS;Sul;4302;Nordeste Rio-grandense;43016;Caxias do Sul;0,498;0,629;0,752
431240;43;RS;Sul;4305;Metropolitana de Porto Alegre;43023;Montenegro;0,543;0,668;0,755
431242;43;RS;Sul;4301;Noroeste Rio-grandense;43013;Soledade;0,408;0,584;0,714
431244;43;RS;Sul;4305;Metropolitana de Porto Alegre;43027;Osærio;0,397;0,593;0,711
431245;43;RS;Sul;4307;Sudeste Rio-grandense;43033;Pelotas;0,437;0,572;0,702
431247;43;RS;Sul;4305;Metropolitana de Porto Alegre;43024;Gramado-Canela;0,428;0,656;0,743
431250;43;RS;Sul;4305;Metropolitana de Porto Alegre;43027;Osærio;0,439;0,571;0,664
431260;43;RS;Sul;4304;Centro Oriental Rio-grandense;43021;Lajeado-Estrela;0,549;0,641;0,746
431261;43;RS;Sul;4302;Nordeste Rio-grandense;43015;Vacaria;0,397;0,534;0,702
431262;43;RS;Sul;4301;Noroeste Rio-grandense;43010;Passo Fundo;0,404;0,598;0,689
431265;43;RS;Sul;4301;Noroeste Rio-grandense;43012;N“o-Me-Toque;0,572;0,692;0,765
431267;43;RS;Sul;4301;Noroeste Rio-grandense;43010;Passo Fundo;0,41;0,676;0,753
431270;43;RS;Sul;4301;Noroeste Rio-grandense;43003;Frederico Westphalen;0,442;0,584;0,702
431275;43;RS;Sul;4302;Nordeste Rio-grandense;43014;Guapor⁄;0,455;0,566;0,74
431280;43;RS;Sul;4302;Nordeste Rio-grandense;43014;Guapor⁄;0,58;0,732;0,785
431290;43;RS;Sul;4302;Nordeste Rio-grandense;43014;Guapor⁄;0,525;0,674;0,747
431295;43;RS;Sul;4301;Noroeste Rio-grandense;43009;Carazinho;0,509;0,64;0,768
431300;43;RS;Sul;4304;Centro Oriental Rio-grandense;43021;Lajeado-Estrela;0,553;0,695;0,778
431301;43;RS;Sul;4301;Noroeste Rio-grandense;43002;Tr€s Passos;0,385;0,603;0,759
431303;43;RS;Sul;4303;Centro Ocidental Rio-grandense;43018;Santa Maria;0,526;0,593;0,735
431306;43;RS;Sul;4305;Metropolitana de Porto Alegre;43026;Porto Alegre;0,436;0,578;0,689
431308;43;RS;Sul;4302;Nordeste Rio-grandense;43016;Caxias do Sul;0,525;0,688;0,761
431310;43;RS;Sul;4303;Centro Ocidental Rio-grandense;43019;Restinga Seca;0,51;0,659;0,744
431320;43;RS;Sul;4305;Metropolitana de Porto Alegre;43024;Gramado-Canela;0,589;0,697;0,78
431330;43;RS;Sul;4302;Nordeste Rio-grandense;43014;Guapor⁄;0,586;0,689;0,766
431333;43;RS;Sul;4301;Noroeste Rio-grandense;43008;Iju›;0,416;0,576;0,742
431335;43;RS;Sul;4302;Nordeste Rio-grandense;43016;Caxias do Sul;0,533;0,677;0,741
431337;43;RS;Sul;4305;Metropolitana de Porto Alegre;43026;Porto Alegre;0,455;0,609;0,718
431339;43;RS;Sul;4304;Centro Oriental Rio-grandense;43022;Cachoeira do Sul;0,415;0,538;0,688
431340;43;RS;Sul;4305;Metropolitana de Porto Alegre;43026;Porto Alegre;0,544;0,671;0,747
431342;43;RS;Sul;4301;Noroeste Rio-grandense;43001;Santa Rosa;0,447;0,56;0,663
431344;43;RS;Sul;4301;Noroeste Rio-grandense;43003;Frederico Westphalen;0,406;0,538;0,676
431346;43;RS;Sul;4301;Noroeste Rio-grandense;43003;Frederico Westphalen;0,412;0,585;0,767
431349;43;RS;Sul;4301;Noroeste Rio-grandense;43009;Carazinho;0,368;0,552;0,706
431350;43;RS;Sul;4305;Metropolitana de Porto Alegre;43027;Osærio;0,565;0,671;0,751
431360;43;RS;Sul;4301;Noroeste Rio-grandense;43005;Sananduva;0,465;0,606;0,706
431365;43;RS;Sul;4305;Metropolitana de Porto Alegre;43027;Osærio;0,498;0,609;0,715
431370;43;RS;Sul;4301;Noroeste Rio-grandense;43009;Carazinho;0,5;0,635;0,737
431380;43;RS;Sul;4301;Noroeste Rio-grandense;43003;Frederico Westphalen;0,413;0,615;0,72
431390;43;RS;Sul;4301;Noroeste Rio-grandense;43008;Iju›;0,537;0,688;0,761
431395;43;RS;Sul;4304;Centro Oriental Rio-grandense;43022;Cachoeira do Sul;0,444;0,589;0,661
431400;43;RS;Sul;4302;Nordeste Rio-grandense;43014;Guapor⁄;0,566;0,678;0,773
431402;43;RS;Sul;4304;Centro Oriental Rio-grandense;43022;Cachoeira do Sul;0,441;0,557;0,676
431403;43;RS;Sul;4305;Metropolitana de Porto Alegre;43023;Montenegro;0,478;0,66;0,749
431405;43;RS;Sul;4305;Metropolitana de Porto Alegre;43026;Porto Alegre;0,444;0,6;0,704
431406;43;RS;Sul;4304;Centro Oriental Rio-grandense;43020;Santa Cruz do Sul;0,3;0,503;0,622
431407;43;RS;Sul;4304;Centro Oriental Rio-grandense;43022;Cachoeira do Sul;0,483;0,601;0,698
431410;43;RS;Sul;4301;Noroeste Rio-grandense;43010;Passo Fundo;0,589;0,701;0,776
431413;43;RS;Sul;4301;Noroeste Rio-grandense;43004;Erechim;0,407;0,608;0,71
431415;43;RS;Sul;4304;Centro Oriental Rio-grandense;43021;Lajeado-Estrela;0,387;0,54;0,683
431417;43;RS;Sul;4307;Sudeste Rio-grandense;43032;Serras de Sudeste;0,372;0,482;0,64
431420;43;RS;Sul;4307;Sudeste Rio-grandense;43033;Pelotas;0,518;0,595;0,678
431430;43;RS;Sul;4301;Noroeste Rio-grandense;43008;Iju›;0,542;0,65;0,741
431440;43;RS;Sul;4307;Sudeste Rio-grandense;43033;Pelotas;0,558;0,66;0,739
431442;43;RS;Sul;4305;Metropolitana de Porto Alegre;43024;Gramado-Canela;0,52;0,653;0,758
431445;43;RS;Sul;4301;Noroeste Rio-grandense;43009;Carazinho;0,403;0,628;0,72
431446;43;RS;Sul;4302;Nordeste Rio-grandense;43015;Vacaria;0,278;0,512;0,65
431447;43;RS;Sul;4303;Centro Ocidental Rio-grandense;43017;Santiago;0,405;0,566;0,678
431449;43;RS;Sul;4301;Noroeste Rio-grandense;43003;Frederico Westphalen;0,375;0,53;0,71
431450;43;RS;Sul;4307;Sudeste Rio-grandense;43032;Serras de Sudeste;0,425;0,584;0,661
431455;43;RS;Sul;4301;Noroeste Rio-grandense;43007;Santo ,ngelo;0,391;0,531;0,669
431460;43;RS;Sul;4307;Sudeste Rio-grandense;43032;Serras de Sudeste;0,408;0,55;0,658
431470;43;RS;Sul;4301;Noroeste Rio-grandense;43003;Frederico Westphalen;0,444;0,587;0,687
431475;43;RS;Sul;4305;Metropolitana de Porto Alegre;43023;Montenegro;0,489;0,645;0,744
431477;43;RS;Sul;4301;Noroeste Rio-grandense;43010;Passo Fundo;0,373;0,585;0,725
431478;43;RS;Sul;4301;Noroeste Rio-grandense;43004;Erechim;0,336;0,56;0,725
431480;43;RS;Sul;4305;Metropolitana de Porto Alegre;43023;Montenegro;0,453;0,618;0,713
431490;43;RS;Sul;4305;Metropolitana de Porto Alegre;43026;Porto Alegre;0,66;0,744;0,805
431500;43;RS;Sul;4301;Noroeste Rio-grandense;43001;Santa Rosa;0,437;0,578;0,693
431505;43;RS;Sul;4301;Noroeste Rio-grandense;43001;Santa Rosa;0,474;0,593;0,698
431507;43;RS;Sul;4301;Noroeste Rio-grandense;43001;Santa Rosa;0,406;0,544;0,69
431510;43;RS;Sul;4301;Noroeste Rio-grandense;43006;Cerro Largo;0,49;0,616;0,723
431513;43;RS;Sul;4304;Centro Oriental Rio-grandense;43021;Lajeado-Estrela;0,497;0,625;0,715
431514;43;RS;Sul;4305;Metropolitana de Porto Alegre;43024;Gramado-Canela;0,455;0,621;0,757
431515;43;RS;Sul;4304;Centro Oriental Rio-grandense;43021;Lajeado-Estrela;0,405;0,535;0,683
431517;43;RS;Sul;4302;Nordeste Rio-grandense;43014;Guapor⁄;0,423;0,636;0,733
431520;43;RS;Sul;4302;Nordeste Rio-grandense;43014;Guapor⁄;0,444;0,577;0,715
431530;43;RS;Sul;4306;Sudoeste Rio-grandense;43029;Campanha Ocidental;0,542;0,63;0,704
431531;43;RS;Sul;4301;Noroeste Rio-grandense;43004;Erechim;0,33;0,504;0,689
431532;43;RS;Sul;4303;Centro Ocidental Rio-grandense;43017;Santiago;0,343;0,491;0,665
431535;43;RS;Sul;4301;Noroeste Rio-grandense;43011;Cruz Alta;0,477;0,657;0,756
431540;43;RS;Sul;4301;Noroeste Rio-grandense;43002;Tr€s Passos;0,35;0,464;0,631
431545;43;RS;Sul;4304;Centro Oriental Rio-grandense;43021;Lajeado-Estrela;0,406;0,588;0,731
431550;43;RS;Sul;4303;Centro Ocidental Rio-grandense;43019;Restinga Seca;0,49;0,586;0,683
431555;43;RS;Sul;4301;Noroeste Rio-grandense;43003;Frederico Westphalen;0,327;0,512;0,656
431560;43;RS;Sul;4307;Sudeste Rio-grandense;43035;Litoral Lagunar;0,527;0,652;0,744
431570;43;RS;Sul;4304;Centro Oriental Rio-grandense;43022;Cachoeira do Sul;0,482;0,609;0,693
431575;43;RS;Sul;4305;Metropolitana de Porto Alegre;43024;Gramado-Canela;0,42;0,568;0,661
431580;43;RS;Sul;4304;Centro Oriental Rio-grandense;43021;Lajeado-Estrela;0,51;0,627;0,729
431590;43;RS;Sul;4301;Noroeste Rio-grandense;43003;Frederico Westphalen;0,496;0,642;0,732
431595;43;RS;Sul;4301;Noroeste Rio-grandense;43007;Santo ,ngelo;0,366;0,583;0,689
431600;43;RS;Sul;4305;Metropolitana de Porto Alegre;43024;Gramado-Canela;0,444;0,595;0,688
431610;43;RS;Sul;4301;Noroeste Rio-grandense;43010;Passo Fundo;0,457;0,619;0,724
431620;43;RS;Sul;4301;Noroeste Rio-grandense;43003;Frederico Westphalen;0,494;0,65;0,764
431630;43;RS;Sul;4301;Noroeste Rio-grandense;43006;Cerro Largo;0,448;0,567;0,688
431640;43;RS;Sul;4306;Sudoeste Rio-grandense;43030;Campanha Central;0,496;0,616;0,699
431642;43;RS;Sul;4301;Noroeste Rio-grandense;43009;Carazinho;0,327;0,541;0,678
431643;43;RS;Sul;4301;Noroeste Rio-grandense;43011;Cruz Alta;0,508;0,689;0,762
431645;43;RS;Sul;4301;Noroeste Rio-grandense;43011;Cruz Alta;0,459;0,589;0,687
431647;43;RS;Sul;4301;Noroeste Rio-grandense;43006;Cerro Largo;0,518;0,655;0,753
431650;43;RS;Sul;4305;Metropolitana de Porto Alegre;43023;Montenegro;0,524;0,665;0,74
431660;43;RS;Sul;4301;Noroeste Rio-grandense;43005;Sananduva;0,513;0,66;0,747
431670;43;RS;Sul;4301;Noroeste Rio-grandense;43011;Cruz Alta;0,541;0,653;0,725
431673;43;RS;Sul;4301;Noroeste Rio-grandense;43010;Passo Fundo;0,372;0,529;0,725
431675;43;RS;Sul;4304;Centro Oriental Rio-grandense;43021;Lajeado-Estrela;0,493;0,612;0,74
431680;43;RS;Sul;4304;Centro Oriental Rio-grandense;43020;Santa Cruz do Sul;0,561;0,682;0,773
431690;43;RS;Sul;4303;Centro Ocidental Rio-grandense;43018;Santa Maria;0,609;0,715;0,784
431695;43;RS;Sul;4305;Metropolitana de Porto Alegre;43024;Gramado-Canela;0,401;0,598;0,676
431697;43;RS;Sul;4306;Sudoeste Rio-grandense;43030;Campanha Central;0,426;0,526;0,663
431700;43;RS;Sul;4307;Sudeste Rio-grandense;43032;Serras de Sudeste;0,388;0,553;0,633
431710;43;RS;Sul;4306;Sudoeste Rio-grandense;43030;Campanha Central;0,557;0,663;0,727
431720;43;RS;Sul;4301;Noroeste Rio-grandense;43001;Santa Rosa;0,555;0,685;0,769
431725;43;RS;Sul;4302;Nordeste Rio-grandense;43016;Caxias do Sul;0,461;0,611;0,746
431730;43;RS;Sul;4307;Sudeste Rio-grandense;43035;Litoral Lagunar;0,501;0,626;0,712
431740;43;RS;Sul;4303;Centro Ocidental Rio-grandense;43017;Santiago;0,559;0,696;0,766
431750;43;RS;Sul;4301;Noroeste Rio-grandense;43007;Santo ,ngelo;0,568;0,685;0,772
431755;43;RS;Sul;4301;Noroeste Rio-grandense;43010;Passo Fundo;0,453;0,667;0,764
431760;43;RS;Sul;4305;Metropolitana de Porto Alegre;43027;Osærio;0,508;0,62;0,717
431770;43;RS;Sul;4301;Noroeste Rio-grandense;43007;Santo ,ngelo;0,435;0,582;0,686
431775;43;RS;Sul;4301;Noroeste Rio-grandense;43009;Carazinho;0,51;0,693;0,759
431780;43;RS;Sul;4301;Noroeste Rio-grandense;43008;Iju›;0,48;0,627;0,739
431790;43;RS;Sul;4301;Noroeste Rio-grandense;43001;Santa Rosa;0,503;0,642;0,738
431795;43;RS;Sul;4301;Noroeste Rio-grandense;43005;Sananduva;0,379;0,627;0,732
431800;43;RS;Sul;4306;Sudoeste Rio-grandense;43029;Campanha Ocidental;0,54;0,637;0,736
431805;43;RS;Sul;4301;Noroeste Rio-grandense;43010;Passo Fundo;0,568;0,69;0,763
431810;43;RS;Sul;4306;Sudoeste Rio-grandense;43029;Campanha Ocidental;0,445;0,558;0,675
431820;43;RS;Sul;4302;Nordeste Rio-grandense;43015;Vacaria;0,464;0,592;0,685
431830;43;RS;Sul;4306;Sudoeste Rio-grandense;43030;Campanha Central;0,518;0,624;0,699
431840;43;RS;Sul;4305;Metropolitana de Porto Alegre;43025;S“o Jer∂nimo;0,478;0,609;0,696
431842;43;RS;Sul;4301;Noroeste Rio-grandense;43005;Sananduva;0,428;0,572;0,694
431843;43;RS;Sul;4303;Centro Ocidental Rio-grandense;43019;Restinga Seca;0,499;0,686;0,748
431844;43;RS;Sul;4302;Nordeste Rio-grandense;43014;Guapor⁄;0,506;0,629;0,732
431845;43;RS;Sul;4301;Noroeste Rio-grandense;43009;Carazinho;0,326;0,54;0,651
431846;43;RS;Sul;4301;Noroeste Rio-grandense;43013;Soledade;0,407;0,555;0,717
431848;43;RS;Sul;4305;Metropolitana de Porto Alegre;43023;Montenegro;0,481;0,624;0,707
431849;43;RS;Sul;4301;Noroeste Rio-grandense;43001;Santa Rosa;0,441;0,602;0,747
431850;43;RS;Sul;4307;Sudeste Rio-grandense;43035;Litoral Lagunar;0,36;0,481;0,623
431860;43;RS;Sul;4301;Noroeste Rio-grandense;43005;Sananduva;0,489;0,653;0,755
431861;43;RS;Sul;4305;Metropolitana de Porto Alegre;43023;Montenegro;0,416;0,576;0,725
431862;43;RS;Sul;4302;Nordeste Rio-grandense;43015;Vacaria;0,42;0,512;0,663
431870;43;RS;Sul;4305;Metropolitana de Porto Alegre;43026;Porto Alegre;0,543;0,656;0,739
431880;43;RS;Sul;4307;Sudeste Rio-grandense;43033;Pelotas;0,469;0,589;0,687
431890;43;RS;Sul;4301;Noroeste Rio-grandense;43007;Santo ,ngelo;0,52;0,634;0,741
431900;43;RS;Sul;4302;Nordeste Rio-grandense;43016;Caxias do Sul;0,555;0,695;0,768
431910;43;RS;Sul;4301;Noroeste Rio-grandense;43002;Tr€s Passos;0,47;0,638;0,726
431912;43;RS;Sul;4303;Centro Ocidental Rio-grandense;43018;Santa Maria;0,369;0,541;0,652
431915;43;RS;Sul;4301;Noroeste Rio-grandense;43007;Santo ,ngelo;0,403;0,57;0,667
431920;43;RS;Sul;4301;Noroeste Rio-grandense;43007;Santo ,ngelo;0,393;0,517;0,645
431930;43;RS;Sul;4301;Noroeste Rio-grandense;43006;Cerro Largo;0,441;0,567;0,692
431935;43;RS;Sul;4305;Metropolitana de Porto Alegre;43023;Montenegro;0,546;0,639;0,739
431936;43;RS;Sul;4301;Noroeste Rio-grandense;43009;Carazinho;0,398;0,471;0,664
431937;43;RS;Sul;4301;Noroeste Rio-grandense;43006;Cerro Largo;0,553;0,666;0,763
431940;43;RS;Sul;4303;Centro Ocidental Rio-grandense;43018;Santa Maria;0,476;0,614;0,709
431950;43;RS;Sul;4305;Metropolitana de Porto Alegre;43023;Montenegro;0,552;0,662;0,739
431960;43;RS;Sul;4303;Centro Ocidental Rio-grandense;43018;Santa Maria;0,506;0,614;0,708
431970;43;RS;Sul;4301;Noroeste Rio-grandense;43004;Erechim;0,458;0,544;0,72
